Total Sec,Difference in time(sec),Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
418.550,0.01,5.65,35.50,5.65,8.96,37.00
418.560,0.01,5.66,32.90,5.26,5.15,33.80
418.570,0.01,5.67,29.90,4.94,2.31,30.30
418.580,0.01,5.68,26.50,5.13,0.95,27.10
418.590,0.01,5.69,23.30,5.35,0.39,23.90
418.600,0.01,5.70,20.50,5.16,0.22,21.10
418.610,0.01,5.71,18.00,4.61,0.57,18.50
418.620,0.01,5.72,16.00,3.16,1.68,16.40
418.630,0.01,5.73,14.20,1.76,3.36,14.70
418.640,0.01,5.74,13.60,1.28,1.42,13.70
418.650,0.01,5.75,14.20,-0.18,2.98,14.50
418.660,0.01,5.76,15.20,-1.71,3.35,15.70
418.670,0.01,5.77,16.50,-3.27,4.50,17.40
418.680,0.01,5.78,17.20,-4.33,5.42,18.50
418.690,0.01,5.79,18.00,-4.53,6.05,19.60
418.700,0.01,5.80,18.60,-4.81,5.96,20.10
418.710,0.01,5.81,18.20,-5.38,5.62,19.80
418.720,0.01,5.82,17.80,-5.27,5.64,19.40
418.730,0.01,5.83,18.60,-4.13,6.40,20.10
418.740,0.01,5.84,19.90,-2.56,7.55,21.40
418.750,0.01,5.85,21.40,-0.39,8.74,23.20
418.760,0.01,5.86,23.50,1.65,9.29,25.30
418.770,0.01,5.87,25.30,2.45,8.69,26.80
418.780,0.01,5.88,26.30,2.08,7.08,27.30
418.790,0.01,5.89,26.50,1.00,5.00,27.00
418.800,0.01,5.90,26.00,0.00,3.43,26.20
418.810,0.01,5.91,25.20,-0.61,2.61,25.30
418.820,0.01,5.92,24.60,-0.22,2.35,24.70
418.830,0.01,5.93,24.00,-0.64,1.67,24.00
418.840,0.01,5.94,22.90,-2.27,0.88,23.00
418.850,0.01,5.95,21.60,-3.92,1.17,21.90
418.860,0.01,5.96,20.00,-7.09,0.92,21.30
418.870,0.01,5.97,17.00,-10.70,-0.34,20.10
418.880,0.01,5.98,12.40,-12.90,-1.78,18.00
418.890,0.01,5.99,8.11,-14.70,-3.63,17.20
418.900,0.01,6.00,5.66,-18.30,-6.03,20.10
418.910,0.01,6.01,2.17,-22.90,-8.97,24.70
418.920,0.01,6.02,-2.10,-28.00,-11.40,30.30
418.930,0.01,6.03,-6.18,-35.20,-13.60,38.30
418.940,0.01,6.04,-10.80,-43.10,-14.00,46.60
418.950,0.01,6.05,-15.40,-49.90,-12.40,53.70
418.960,0.01,6.06,-18.90,-52.80,-11.30,57.20
418.970,0.01,6.07,-18.40,-51.80,-12.50,56.40
418.980,0.01,6.08,-12.00,-47.90,-15.50,51.70
418.990,0.01,6.09,-5.80,-42.00,-20.10,46.90
419.000,0.01,6.10,-0.99,-37.10,-21.30,42.80
419.010,0.01,6.11,1.41,-35.60,-20.20,41.00
419.020,0.01,6.12,-1.90,-35.50,-20.80,41.20
419.030,0.01,6.13,-7.59,-34.10,-22.00,41.30
419.040,0.01,6.14,-10.70,-31.70,-21.60,39.80
419.050,0.01,6.15,-7.89,-28.30,-17.40,34.20
419.060,0.01,6.16,-1.21,-24.90,-12.30,27.70
419.070,0.01,6.17,4.67,-20.90,-7.46,22.70
419.080,0.01,6.18,9.56,-17.00,-3.66,19.90
419.090,0.01,6.19,14.40,-13.60,-0.58,19.80
419.100,0.01,6.20,19.30,-10.90,3.19,22.40
419.110,0.01,6.21,25.40,-8.40,8.25,28.00
419.120,0.01,6.22,31.70,-6.44,13.00,34.90
419.130,0.01,6.23,37.70,-5.38,16.60,41.60
419.140,0.01,6.24,42.00,-5.77,19.00,46.50
419.150,0.01,6.25,43.80,-6.71,21.30,49.20
419.160,0.01,6.26,43.80,-8.00,22.50,49.90
419.170,0.01,6.27,42.50,-11.80,21.70,49.10
419.180,0.01,6.28,39.40,-17.60,20.70,47.80
419.190,0.01,6.29,35.90,-22.90,20.80,47.40
419.200,0.01,6.30,33.80,-26.50,20.90,47.70
419.210,0.01,6.31,36.20,-29.50,20.70,51.10
419.220,0.01,6.32,42.10,-31.80,21.40,56.90
419.230,0.01,6.33,45.70,-32.40,22.80,60.50
419.240,0.01,6.34,48.20,-31.50,23.50,62.20
419.250,0.01,6.35,50.60,-29.60,22.30,62.70
419.260,0.01,6.36,53.90,-25.60,19.10,62.60
419.270,0.01,6.37,56.10,-18.70,15.00,61.10
419.280,0.01,6.38,57.70,-11.60,11.00,59.90
419.290,0.01,6.39,64.10,-3.25,6.54,64.50
419.300,0.01,6.40,74.50,9.06,2.98,75.10
419.310,0.01,6.41,78.80,23.20,3.27,82.20
419.320,0.01,6.42,78.10,36.90,7.04,86.60
419.330,0.01,6.43,77.80,68.00,14.70,104.00
419.340,0.01,6.44,79.30,78.00,1.63,111.00
419.350,0.01,6.45,76.70,45.50,-30.40,94.30
419.360,0.01,6.46,28.00,48.80,-17.20,58.80
419.370,0.01,6.47,15.30,26.30,-7.68,31.30
419.380,0.01,6.48,34.00,8.53,-9.49,36.30
419.390,0.01,6.49,37.80,12.90,7.81,40.80
419.400,0.01,6.50,38.90,6.81,12.10,41.30
419.410,0.01,6.51,35.30,4.54,16.00,39.00
419.420,0.01,6.52,35.40,3.03,18.00,39.90
419.430,0.01,6.53,38.30,1.20,17.90,42.30
419.440,0.01,6.54,38.00,0.10,18.60,42.30
419.450,0.01,6.55,34.40,0.20,20.00,39.80
419.460,0.01,6.56,29.60,1.22,20.10,35.80
419.470,0.01,6.57,24.90,1.98,19.70,31.80
419.480,0.01,6.58,20.80,2.54,19.20,28.50
419.490,0.01,6.59,17.70,3.02,19.00,26.20
419.500,0.01,6.60,15.30,4.20,18.40,24.30
419.510,0.01,6.61,13.70,5.27,17.60,22.90
419.520,0.01,6.62,12.20,6.09,16.10,21.00
419.530,0.01,6.63,10.60,6.94,13.80,18.80
419.540,0.01,6.64,9.81,7.40,11.00,16.50
419.550,0.01,6.65,9.18,7.31,8.16,14.30
419.560,0.01,6.66,8.50,7.00,5.72,12.40
419.570,0.01,6.67,8.52,6.29,3.40,11.10
419.580,0.01,6.68,9.73,5.20,1.67,11.20
419.590,0.01,6.69,11.50,4.50,1.03,12.40
419.600,0.01,6.70,13.20,3.66,0.90,13.80
419.610,0.01,6.71,14.80,2.56,1.15,15.00
419.610,0,6.71,15.70,1.75,1.82,15.90
419.620,0.01,6.72,16.00,1.49,2.69,16.30
419.630,0.01,6.73,17.30,1.60,4.36,17.90
419.640,0.01,6.74,20.60,1.97,7.71,22.00
419.650,0.01,6.75,25.70,2.38,12.20,28.50
419.660,0.01,6.76,33.40,3.17,17.30,37.70
419.670,0.01,6.77,38.80,4.18,19.90,43.80
419.680,0.01,6.78,39.00,4.63,15.80,42.40
419.690,0.01,6.79,37.90,3.00,8.59,38.90
419.700,0.01,6.80,34.80,-0.18,2.28,34.90
419.710,0.01,6.81,29.40,-1.89,-4.01,29.70
419.720,0.01,6.82,26.00,-2.80,-8.99,27.60
419.730,0.01,6.83,25.90,-6.02,-11.40,28.90
419.740,0.01,6.84,26.40,-10.30,-11.90,30.70
419.750,0.01,6.85,25.10,-14.60,-9.60,30.60
419.760,0.01,6.86,21.30,-19.50,-5.90,29.50
419.770,0.01,6.87,15.40,-24.10,-3.47,28.80
419.780,0.01,6.88,7.66,-26.60,-2.20,27.70
419.790,0.01,6.89,-0.10,-26.20,-1.69,26.30
419.800,0.01,6.90,-6.59,-25.10,-1.26,26.00
419.810,0.01,6.91,-10.40,-25.00,-0.75,27.10
419.820,0.01,6.92,-11.90,-26.10,-0.22,28.70
419.830,0.01,6.93,-12.80,-28.00,-1.44,30.80
419.840,0.01,6.94,-13.60,-32.40,-4.29,35.40
419.850,0.01,6.95,-16.20,-36.20,-4.80,39.90
419.860,0.01,6.96,-19.40,-37.50,-0.84,42.20
419.870,0.01,6.97,-19.20,-40.10,5.92,44.90
419.880,0.01,6.98,-16.60,-44.10,12.60,48.80
419.890,0.01,6.99,-14.60,-43.70,12.50,47.80
419.900,0.01,7.00,-14.60,-41.70,15.40,46.90
419.910,0.01,7.01,-13.80,-39.60,16.90,45.20
419.920,0.01,7.02,-15.30,-36.80,14.90,42.60
419.930,0.01,7.03,-16.40,-34.90,12.30,40.50
419.940,0.01,7.04,-16.50,-33.50,10.20,38.70
419.950,0.01,7.05,-13.90,-31.20,8.86,35.20
419.960,0.01,7.06,-10.80,-28.70,7.27,31.50
419.970,0.01,7.07,-7.13,-26.30,6.66,28.10
419.980,0.01,7.08,-2.49,-24.60,6.34,25.60
419.990,0.01,7.09,3.68,-23.40,5.39,24.30
420.000,0.01,7.10,10.70,-22.60,4.45,25.40
420.010,0.01,7.11,18.30,-22.70,4.55,29.60
420.020,0.01,7.12,26.10,-23.00,5.22,35.20
420.030,0.01,7.13,33.60,-22.10,5.59,40.60
420.040,0.01,7.14,39.80,-20.30,4.75,45.00
420.050,0.01,7.15,44.50,-18.50,3.58,48.30
420.060,0.01,7.16,47.30,-17.00,2.65,50.30
420.070,0.01,7.17,47.30,-15.00,2.51,49.70
420.080,0.01,7.18,45.00,-13.60,2.27,47.10
420.090,0.01,7.19,42.90,-14.20,2.93,45.30
420.100,0.01,7.20,42.80,-15.30,4.89,45.70
420.110,0.01,7.21,42.60,-15.30,6.83,45.80
420.120,0.01,7.22,41.80,-16.00,9.20,45.70
420.130,0.01,7.23,41.30,-17.30,12.00,46.30
420.140,0.01,7.24,43.40,-16.90,13.40,48.40
420.150,0.01,7.25,43.90,-14.40,11.70,47.70
420.160,0.01,7.26,40.20,-12.70,8.05,42.90
420.170,0.01,7.27,35.30,-11.60,4.33,37.40
420.180,0.01,7.28,32.80,-11.50,1.83,34.80
420.190,0.01,7.29,33.60,-12.00,1.07,35.70
420.200,0.01,7.30,36.90,-11.60,-0.04,38.70
420.210,0.01,7.31,40.40,-9.12,-3.75,41.60
420.220,0.01,7.32,41.00,-5.84,-11.00,42.80
420.230,0.01,7.33,38.60,-2.76,-19.80,43.50
420.240,0.01,7.34,37.00,0.66,-25.00,44.70
420.250,0.01,7.35,38.70,3.09,-26.50,47.00
420.260,0.01,7.36,41.80,4.14,-27.50,50.20
420.270,0.01,7.37,43.70,3.72,-31.40,53.90
420.280,0.01,7.38,45.60,1.66,-38.50,59.80
420.290,0.01,7.39,50.00,0.92,-51.40,71.70
420.300,0.01,7.40,54.20,4.76,-69.30,88.10
420.310,0.01,7.41,53.10,1.95,-68.90,87.00
420.320,0.01,7.42,43.10,-2.07,-49.40,65.60
420.330,0.01,7.43,40.40,-10.20,-30.20,51.40
420.340,0.01,7.44,42.00,-11.90,-17.50,47.10
420.350,0.01,7.45,46.10,-6.74,-14.30,48.70
420.360,0.01,7.46,49.40,-3.74,-15.00,51.80
420.370,0.01,7.47,48.70,-2.67,-15.70,51.30
420.380,0.01,7.48,46.30,-3.48,-14.30,48.60
420.390,0.01,7.49,43.80,-5.02,-11.50,45.60
420.400,0.01,7.50,41.40,-6.53,-8.46,42.80
420.410,0.01,7.51,38.00,-7.52,-5.50,39.10
420.420,0.01,7.52,33.20,-7.70,-3.01,34.20
420.430,0.01,7.53,27.90,-6.39,-1.25,28.70
420.440,0.01,7.54,23.90,-4.71,-0.72,24.40
420.450,0.01,7.55,21.00,-3.26,-1.48,21.30
420.460,0.01,7.56,19.00,-1.81,-2.86,19.30
420.470,0.01,7.57,17.80,-0.69,-4.04,18.30
420.480,0.01,7.58,16.80,-0.41,-5.43,17.70
420.490,0.01,7.59,16.20,-0.86,-6.55,17.50
420.500,0.01,7.60,16.40,-1.86,-6.71,17.80
420.510,0.01,7.61,17.20,-3.51,-5.74,18.40
420.520,0.01,7.62,18.80,-4.85,-3.87,19.80
420.530,0.01,7.63,20.50,-5.79,-1.95,21.30
420.540,0.01,7.64,22.70,-6.99,-0.36,23.80
420.550,0.01,7.65,26.90,-7.91,1.06,28.00
420.560,0.01,7.66,32.50,-8.18,1.73,33.60
420.570,0.01,7.67,39.50,-8.27,0.91,40.40
420.580,0.01,7.68,44.20,-9.43,-0.17,45.20
420.590,0.01,7.69,45.30,-12.80,-1.57,47.10
420.600,0.01,7.70,41.10,-16.00,-0.99,44.10
420.610,0.01,7.71,34.80,-16.90,1.69,38.80
420.620,0.01,7.72,30.60,-18.00,5.53,36.00
420.630,0.01,7.73,28.60,-19.20,9.02,35.60
420.640,0.01,7.74,26.70,-19.60,10.30,34.70
420.650,0.01,7.75,23.90,-19.00,9.83,32.10
420.660,0.01,7.76,20.10,-18.10,8.31,28.30
420.670,0.01,7.77,15.80,-17.20,6.79,24.40
420.680,0.01,7.78,11.70,-16.30,5.65,20.80
420.690,0.01,7.79,8.05,-15.50,5.07,18.10
420.700,0.01,7.80,4.93,-14.60,4.44,16.00
420.710,0.01,7.81,1.99,-13.70,3.49,14.30
420.720,0.01,7.82,-0.96,-12.60,2.05,12.80
420.730,0.01,7.83,-3.16,-11.40,1.70,11.90
420.740,0.01,7.84,-3.24,-11.10,2.61,11.90
420.750,0.01,7.85,0.47,-12.70,1.96,12.80
420.760,0.01,7.86,-3.40,-13.00,-0.61,13.50
420.770,0.01,7.87,-5.09,-15.20,0.53,16.10
420.780,0.01,7.88,-4.21,-20.30,-0.48,20.70
420.790,0.01,7.89,-5.87,-26.10,-0.46,26.80
420.800,0.01,7.90,-8.38,-32.70,0.77,33.80
420.810,0.01,7.91,-10.50,-40.40,1.39,41.80
420.820,0.01,7.92,-13.50,-48.00,3.32,50.00
420.830,0.01,7.93,-19.90,-50.40,9.07,54.90
420.840,0.01,7.94,-24.60,-50.70,14.30,58.10
420.850,0.01,7.95,-27.70,-51.90,14.20,60.50
420.860,0.01,7.96,-28.60,-53.10,8.94,61.00
420.870,0.01,7.97,-28.60,-52.10,2.73,59.50
420.880,0.01,7.98,-24.10,-50.70,-2.59,56.20
420.890,0.01,7.99,-16.30,-49.50,-4.88,52.30
420.900,0.01,8.00,-6.63,-47.70,-5.24,48.50
420.910,0.01,8.01,4.47,-46.80,-4.81,47.20
420.920,0.01,8.02,19.00,-44.90,-3.77,48.90
420.930,0.01,8.03,36.80,-41.50,-3.45,55.60
420.940,0.01,8.04,53.50,-37.30,-2.85,65.30
420.950,0.01,8.05,66.20,-32.50,-2.62,73.80
420.960,0.01,8.06,70.40,-27.70,-3.00,75.70
420.970,0.01,8.07,63.10,-24.20,-2.18,67.60
420.980,0.01,8.08,49.70,-25.00,-0.35,55.60
420.990,0.01,8.09,37.20,-30.80,2.68,48.40
421.000,0.01,8.10,29.90,-37.70,8.54,48.90
421.010,0.01,8.11,31.40,-44.70,17.10,57.20
421.020,0.01,8.12,37.50,-47.30,24.20,65.00
421.030,0.01,8.13,42.30,-44.80,27.00,67.30
421.040,0.01,8.14,43.00,-39.80,24.70,63.60
421.050,0.01,8.15,38.70,-36.00,18.30,55.90
421.060,0.01,8.16,32.10,-36.20,13.60,50.20
421.070,0.01,8.17,27.20,-38.00,14.50,48.90
421.080,0.01,8.18,26.30,-38.80,19.40,50.70
421.090,0.01,8.19,30.30,-39.00,25.00,55.30
421.100,0.01,8.20,34.80,-37.10,29.60,58.90
421.110,0.01,8.21,36.90,-29.20,31.00,56.40
421.120,0.01,8.22,40.30,-21.30,26.80,52.90
421.130,0.01,8.23,46.30,-19.30,19.30,53.70
421.130,0,8.23,54.50,-21.70,5.37,58.90
421.140,0.01,8.24,67.90,-23.30,-11.10,72.70
421.150,0.01,8.25,78.50,-2.47,-22.70,81.80
421.160,0.01,8.26,79.20,51.00,-29.30,98.60
421.170,0.01,8.27,78.60,-4.29,-52.90,94.90
421.180,0.01,8.28,78.60,-24.00,-72.10,109.00
421.190,0.01,8.29,75.90,-1.28,-77.40,108.00
421.200,0.01,8.30,68.10,2.39,-67.70,96.00
421.210,0.01,8.31,62.30,-15.70,-42.40,77.00
421.220,0.01,8.32,59.70,-33.80,-17.10,70.70
421.230,0.01,8.33,47.10,-41.60,9.91,63.60
421.240,0.01,8.34,30.90,-33.80,28.70,54.10
421.250,0.01,8.35,20.30,-21.60,35.80,46.50
421.260,0.01,8.36,22.60,-14.70,29.50,39.90
421.270,0.01,8.37,30.20,-9.97,15.40,35.30
421.280,0.01,8.38,30.80,-2.66,5.24,31.30
421.290,0.01,8.39,30.20,-0.74,0.03,30.20
421.300,0.01,8.40,28.60,-1.57,-2.13,28.70
421.310,0.01,8.41,27.40,-3.76,-3.58,27.90
421.320,0.01,8.42,27.30,-6.64,-3.80,28.40
421.330,0.01,8.43,25.40,-9.03,-2.65,27.10
421.340,0.01,8.44,24.80,-11.30,-1.31,27.30
421.350,0.01,8.45,25.70,-13.80,-0.08,29.20
421.360,0.01,8.46,26.60,-15.80,1.65,31.00
421.370,0.01,8.47,27.40,-17.00,3.80,32.50
421.380,0.01,8.48,28.60,-18.10,5.51,34.30
421.390,0.01,8.49,29.40,-20.10,6.07,36.10
421.400,0.01,8.50,28.20,-22.60,6.40,36.60
421.410,0.01,8.51,26.20,-23.10,7.19,35.70
421.420,0.01,8.52,25.70,-22.00,7.30,34.60
421.430,0.01,8.53,26.70,-20.60,7.31,34.50
421.440,0.01,8.54,28.30,-19.70,8.32,35.50
421.450,0.01,8.55,29.50,-19.90,10.50,37.10
421.460,0.01,8.56,29.00,-19.70,13.40,37.50
421.470,0.01,8.57,27.00,-18.70,13.70,35.60
421.480,0.01,8.58,24.40,-17.90,11.00,32.20
421.490,0.01,8.59,21.70,-17.10,7.59,28.60
421.500,0.01,8.60,19.20,-16.90,5.09,26.10
421.510,0.01,8.61,16.80,-17.70,4.36,24.80
421.520,0.01,8.62,14.10,-18.30,5.89,23.90
421.530,0.01,8.63,10.80,-17.80,8.84,22.60
421.540,0.01,8.64,6.34,-17.00,10.10,20.70
421.550,0.01,8.65,2.71,-16.20,9.13,18.80
421.560,0.01,8.66,0.70,-13.70,8.17,16.00
421.570,0.01,8.67,0.92,-12.10,6.26,13.70
421.580,0.01,8.68,3.22,-12.70,1.29,13.20
421.590,0.01,8.69,5.45,-15.90,-6.16,17.90
421.600,0.01,8.70,3.38,-21.30,-11.70,24.60
421.610,0.01,8.71,-2.11,-28.90,-14.20,32.30
421.620,0.01,8.72,-9.38,-39.60,-13.90,43.00
421.630,0.01,8.73,-18.80,-47.30,-10.40,51.90
421.640,0.01,8.74,-41.70,-57.70,-2.47,71.30
421.650,0.01,8.75,-55.90,-54.90,-3.14,78.40
421.660,0.01,8.76,-36.90,-55.30,-1.29,66.50
421.670,0.01,8.77,9.16,-54.20,-14.60,56.90
421.680,0.01,8.78,-4.35,-38.60,-8.54,39.80
421.690,0.01,8.79,-23.10,-40.60,-10.60,47.90
421.700,0.01,8.80,-21.30,-43.50,-9.31,49.30
421.710,0.01,8.81,-15.60,-40.40,-4.39,43.50
421.720,0.01,8.82,-9.64,-37.10,-1.52,38.40
421.730,0.01,8.83,-1.14,-35.00,-3.16,35.20
421.740,0.01,8.84,7.01,-33.00,-6.49,34.30
421.750,0.01,8.85,14.90,-30.60,-10.20,35.50
421.760,0.01,8.86,24.90,-28.60,-13.00,40.10
421.770,0.01,8.87,35.60,-26.90,-12.90,46.40
421.780,0.01,8.88,47.40,-23.40,-11.70,54.10
421.790,0.01,8.89,57.20,-19.60,-7.89,61.00
421.800,0.01,8.90,64.00,-15.90,-1.72,66.00
421.810,0.01,8.91,66.80,-10.00,4.21,67.70
421.820,0.01,8.92,66.30,-3.48,6.49,66.70
421.830,0.01,8.93,62.60,-0.34,6.53,62.90
421.840,0.01,8.94,57.00,0.88,6.03,57.40
421.850,0.01,8.95,51.60,1.35,6.31,52.00
421.860,0.01,8.96,46.20,0.47,8.27,46.90
421.870,0.01,8.97,39.00,-1.24,12.00,40.80
421.880,0.01,8.98,31.00,-2.81,16.10,35.00
421.890,0.01,8.99,24.70,-4.36,19.00,31.50
421.900,0.01,9.00,21.90,-6.03,20.40,30.60
421.910,0.01,9.01,21.20,-7.63,20.30,30.40
421.920,0.01,9.02,21.10,-7.86,19.20,29.60
421.930,0.01,9.03,22.30,-7.63,16.90,29.00
421.940,0.01,9.04,23.00,-6.50,14.90,28.10
421.950,0.01,9.05,22.50,-4.39,13.20,26.50
421.960,0.01,9.06,21.20,-1.50,11.30,24.10
421.970,0.01,9.07,19.10,3.05,8.19,21.00
421.980,0.01,9.08,19.00,9.27,2.99,21.30
421.990,0.01,9.09,24.00,14.00,-1.05,27.80
422.000,0.01,9.10,30.90,16.70,0.11,35.10
422.010,0.01,9.11,36.80,20.30,6.53,42.50
422.020,0.01,9.12,45.50,28.00,10.50,54.40
422.030,0.01,9.13,62.50,47.80,13.90,79.90
422.040,0.01,9.14,79.60,76.70,6.18,111.00
422.050,0.01,9.15,78.70,45.60,7.54,91.30
422.060,0.01,9.16,78.40,25.40,20.00,84.80
422.070,0.01,9.17,77.80,14.50,21.90,82.10
422.080,0.01,9.18,68.80,-0.65,29.60,74.90
422.090,0.01,9.19,52.50,-13.50,29.60,61.80
422.100,0.01,9.20,40.60,-23.00,29.00,55.00
422.110,0.01,9.21,31.80,-27.10,27.70,50.10
422.120,0.01,9.22,25.80,-25.80,27.80,45.90
422.130,0.01,9.23,22.80,-22.70,28.60,43.00
422.140,0.01,9.24,21.80,-20.20,28.10,40.90
422.150,0.01,9.25,20.70,-17.30,27.50,38.50
422.160,0.01,9.26,19.50,-14.50,26.10,35.70
422.170,0.01,9.27,17.90,-12.00,24.10,32.30
422.180,0.01,9.28,17.10,-9.49,21.90,29.30
422.190,0.01,9.29,17.00,-7.64,19.70,27.20
422.200,0.01,9.30,17.00,-6.55,17.50,25.30
422.210,0.01,9.31,17.40,-6.76,14.90,23.90
422.220,0.01,9.32,17.70,-8.03,12.60,23.20
422.230,0.01,9.33,17.70,-9.60,10.70,22.80
422.240,0.01,9.34,17.60,-11.40,8.65,22.70
422.250,0.01,9.35,17.40,-13.30,6.85,22.90
422.260,0.01,9.36,17.40,-14.70,5.29,23.40
422.270,0.01,9.37,17.20,-15.60,4.01,23.60
422.280,0.01,9.38,16.70,-16.00,2.89,23.30
422.290,0.01,9.39,16.60,-15.60,1.79,22.90
422.300,0.01,9.40,16.70,-14.70,1.04,22.30
422.310,0.01,9.41,16.80,-13.30,0.53,21.50
422.320,0.01,9.42,16.90,-11.70,-0.02,20.60
422.330,0.01,9.43,17.00,-10.20,-0.73,19.80
422.340,0.01,9.44,16.80,-9.33,-1.14,19.20
422.350,0.01,9.45,17.80,-8.83,-0.91,19.80
422.360,0.01,9.46,18.90,-8.44,0.76,20.70
422.370,0.01,9.47,20.10,-8.22,2.78,21.90
422.380,0.01,9.48,21.90,-8.98,4.26,24.00
422.390,0.01,9.49,22.80,-10.40,5.45,25.70
422.400,0.01,9.50,22.10,-11.70,6.33,25.80
422.410,0.01,9.51,20.20,-12.40,6.88,24.70
422.420,0.01,9.52,17.90,-12.70,7.36,23.20
422.430,0.01,9.53,15.70,-12.60,7.78,21.60
422.440,0.01,9.54,14.30,-12.20,7.73,20.30
422.450,0.01,9.55,13.40,-12.10,6.92,19.40
422.460,0.01,9.56,12.80,-12.50,5.09,18.60
422.470,0.01,9.57,11.90,-12.90,2.52,17.70
422.480,0.01,9.58,10.40,-13.60,-0.33,17.10
422.490,0.01,9.59,8.13,-14.70,-3.16,17.10
422.500,0.01,9.60,4.70,-16.30,-6.15,18.10
422.510,0.01,9.61,-0.97,-20.00,-10.70,22.70
422.520,0.01,9.62,-9.65,-25.50,-18.40,32.90
422.530,0.01,9.63,-22.50,-33.40,-27.00,48.50
422.540,0.01,9.64,-35.50,-44.30,-32.80,65.60
422.550,0.01,9.65,-47.30,-52.90,-31.00,77.40
422.560,0.01,9.66,-53.00,-55.70,-25.00,80.80
422.570,0.01,9.67,-54.00,-53.30,-16.70,77.70
422.580,0.01,9.68,-51.60,-49.70,-10.70,72.40
422.590,0.01,9.69,-46.60,-48.10,-10.00,67.80
422.600,0.01,9.70,-38.60,-47.30,-14.50,62.70
422.610,0.01,9.71,-27.00,-44.90,-19.10,55.70
422.620,0.01,9.72,-11.60,-41.80,-20.90,48.20
422.630,0.01,9.73,5.08,-37.80,-21.20,43.70
422.640,0.01,9.74,19.60,-33.60,-19.50,43.50
422.650,0.01,9.75,29.80,-29.60,-14.40,44.40
422.660,0.01,9.76,36.00,-25.50,-8.39,44.90
422.660,0,9.76,38.70,-22.30,-3.33,44.80
422.670,0.01,9.77,39.80,-19.70,0.62,44.40
422.680,0.01,9.78,39.80,-17.60,3.31,43.70
422.690,0.01,9.79,39.40,-17.20,4.00,43.20
422.700,0.01,9.80,38.60,-17.30,2.95,42.40
422.710,0.01,9.81,37.70,-17.40,1.47,41.60
422.720,0.01,9.82,36.50,-17.30,1.21,40.40
422.730,0.01,9.83,34.90,-17.50,2.33,39.10
422.740,0.01,9.84,33.30,-18.00,4.55,38.10
422.750,0.01,9.85,32.10,-19.00,6.76,37.90
422.760,0.01,9.86,31.00,-19.80,8.47,37.70
422.770,0.01,9.87,29.70,-20.10,9.56,37.10
422.780,0.01,9.88,29.60,-20.30,10.10,37.30
422.790,0.01,9.89,31.40,-20.10,9.09,38.40
422.800,0.01,9.90,33.00,-19.50,8.26,39.20
422.810,0.01,9.91,32.70,-19.20,9.50,39.10
422.820,0.01,9.92,29.80,-19.10,11.90,37.30
422.830,0.01,9.93,25.90,-20.20,14.40,35.90
422.840,0.01,9.94,22.90,-22.20,16.10,35.70
422.850,0.01,9.95,21.60,-22.90,16.70,35.60
422.860,0.01,9.96,25.90,-21.30,16.20,37.20
422.870,0.01,9.97,33.80,-15.80,14.20,39.90
422.880,0.01,9.98,38.30,-7.60,12.70,41.10
422.890,0.01,9.99,42.80,-1.79,13.50,44.90
422.900,0.01,10.00,43.90,0.46,15.40,46.50
422.900,0,10.00,46.20,-0.16,16.10,48.90
422.900,0,10.00,54.50,-2.63,18.00,57.40
422.900,0,10.00,68.90,1.54,19.60,71.70
422.900,0,10.00,78.80,15.70,23.30,83.60
423.000,0.1,10.10,78.10,15.30,32.30,85.90
423.000,0,10.10,78.10,7.14,35.50,86.00
423.000,0,10.10,78.00,0.55,31.20,84.10
423.000,0,10.10,73.80,-8.54,23.70,78.00
423.000,0,10.10,59.20,-19.40,14.50,63.90
423.000,0,10.10,47.10,-28.80,8.93,56.00
423.000,0,10.10,38.10,-35.60,8.17,52.80
423.000,0,10.10,29.80,-35.20,11.30,47.40
423.000,0,10.10,23.70,-28.80,19.20,42.00
423.000,0,10.10,20.70,-23.40,26.90,41.20
423.100,0.1,10.20,18.50,-20.60,29.80,40.70
423.100,0,10.20,17.00,-18.70,28.80,38.30
423.100,0,10.20,16.00,-16.40,25.90,34.60
423.100,0,10.20,15.70,-12.90,23.50,31.00
423.100,0,10.20,17.10,-9.29,21.60,29.10
423.100,0,10.20,19.60,-7.25,19.70,28.70
423.100,0,10.20,21.50,-7.38,17.40,28.70
423.100,0,10.20,22.00,-9.80,14.30,28.00
423.100,0,10.20,20.80,-13.60,10.70,27.00
423.100,0,10.20,18.50,-17.40,7.39,26.50
423.200,0.1,10.30,15.90,-20.60,5.18,26.50
423.200,0,10.30,12.70,-22.20,4.17,25.90
423.200,0,10.30,8.88,-21.80,3.74,23.80
423.200,0,10.30,4.65,-20.70,3.05,21.40
423.200,0,10.30,2.71,-19.70,2.02,20.00
423.200,0,10.30,3.15,-18.90,2.92,19.40
423.200,0,10.30,6.05,-18.20,5.28,19.90
423.200,0,10.30,10.80,-17.70,8.10,22.20
423.200,0,10.30,18.10,-17.50,10.40,27.30
423.200,0,10.30,24.00,-17.40,13.10,32.40
423.300,0.1,10.40,29.70,-16.90,12.60,36.40
423.300,0,10.40,34.00,-17.00,10.30,39.40
423.300,0,10.40,37.50,-17.10,6.07,41.70
423.300,0,10.40,41.40,-18.50,2.65,45.40
